사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-19,분당선,1863,구성,104,1,2711,468,7571,2708,21785,4616,23408,8052,14594,4593,10879,4146,8731,4506,7620,4591,7287,5632,6122,6571,6486,8362,6814,10390,7832,12581,8149,18185,4486,17196,3324,11005,2947,10641,2057,10980,896,7173,51,1759,0,0,0,0,0,0
Jun-19,분당선,1864,신갈,43,0,2994,396,8184,1952,20178,2373,21931,6591,13374,4658,9709,4087,8784,4026,8184,5699,7577,6096,6772,7474,6971,8019,7636,8666,7722,11772,6119,16378,3308,14605,2440,10600,2027,9671,1623,9534,803,7246,89,1615,0,0,0,0,0,0
Jun-19,분당선,1865,기흥,160,1,5178,824,14701,4471,39023,8956,41725,19195,24280,11894,17103,8587,15780,9762,15638,11460,15240,12643,14339,13670,15210,14471,17377,16839,19131,22887,20443,34682,13283,34550,10495,24115,9870,20234,8691,18850,3690,15909,639,3830,0,0,0,0,0,0
Jun-19,분당선,1866,상갈,59,3,3148,463,9222,2756,21121,6965,23711,10891,15084,6251,11437,4689,9032,5391,8644,6097,8302,6512,7527,6921,7525,7933,8937,10176,12146,13748,12670,16789,6807,15414,4205,12914,4141,11433,2322,11553,893,7746,88,1554,0,0,0,0,0,0
Jun-19,분당선,1867,청명,18,0,2291,897,6386,1730,17874,5824,19086,9507,10629,4373,6801,3538,6326,3667,6041,4544,5999,5361,5175,4970,6242,5546,7649,8328,8277,9474,9900,12664,4733,13258,3335,9104,2892,8583,2830,7837,973,5414,144,1389,0,0,0,0,0,0
Jun-19,분당선,1868,영통,94,2,2440,1361,7496,3982,18758,10486,20833,26295,14111,20273,11730,14388,12611,13730,13688,14235,15136,14722,14458,14091,16501,15242,19696,18049,25422,21782,28834,28849,16086,24318,15023,15913,16245,15177,16339,14860,6985,9015,1165,3061,0,0,0,0,0,0
Jun-19,분당선,1869,망포,77,0,4794,3003,17670,8606,49421,20809,48963,38643,26708,14452,18320,9135,17998,10207,18470,10754,16856,12114,15068,13645,16222,17090,19639,18734,31127,27813,44448,39758,23322,42530,17708,28767,15650,25298,12242,25371,4975,14267,625,4723,0,0,0,0,0,0
Jun-19,분당선,1870,매탄권선,90,0,2576,637,7558,2002,17650,4717,19082,10097,11278,5660,7804,3186,7173,3558,7251,3840,6318,3947,5447,5459,5849,6474,7473,7641,9893,11175,9339,15394,5303,14528,3850,9915,3759,9513,3167,8996,1155,6156,135,1675,0,0,0,0,0,0
Jun-19,분당선,1871,수원시청,474,9,7316,1440,10965,5707,23634,15031,25073,42024,14885,31353,13094,17819,15033,19978,18706,18697,18653,20176,18931,19609,21881,17991,25155,21575,28575,29649,36469,40809,22148,38930,23672,23825,21746,21072,18594,15592,8427,13859,802,3612,0,0,0,0,0,0
Jun-19,분당선,1872,매교,316,1,2354,489,3318,1348,7214,3978,9469,11996,5526,4152,3543,2556,3172,2671,3589,2708,3288,3080,2918,2866,3075,3247,4836,4753,7448,6185,6396,8680,2922,5835,2026,3902,1913,3447,2674,3188,334,1981,20,620,0,0,0,0,0,0
Jun-19,일산선,1948,원흥,170,5,5587,651,13366,7429,37111,6044,39770,10652,22200,8556,15725,6988,13657,6948,13077,8353,12579,9531,11040,10125,10926,11823,13613,13897,14630,18768,14494,24765,7534,29079,5579,18133,5244,16827,4374,17172,2087,11376,361,4239,1,48,0,0,0,0
Jun-19,일산선,1949,지축,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-19,일산선,1950,삼송,584,2,7305,1631,23745,13607,62659,13850,64262,29296,38650,18731,29187,16438,24987,18637,25437,20946,25070,23323,22092,24031,22966,26709,28159,29915,33345,35647,30860,51302,20495,50520,15620,32352,14320,31749,14699,27087,4049,15427,580,4348,2,145,0,0,0,0
Jun-19,일산선,1951,원당,198,1,9908,1208,21933,7066,48132,9163,50308,13599,31062,11051,24412,10605,20682,11831,21014,12990,19589,12639,16446,16442,16304,18610,16290,23339,18374,28874,17218,37421,10815,37513,7541,26710,6482,23316,4401,24121,1868,14307,248,3884,0,0,0,0,0,0
Jun-19,일산선,1952,화정,149,0,11106,1672,24390,7608,58057,13558,61028,34212,40901,28999,34293,24647,33005,26128,34163,27135,35253,29671,33514,32491,33804,39591,34570,40690,35775,50578,34579,64633,21500,59228,17608,38669,20816,33401,17481,32393,7503,19575,1070,4876,0,0,0,0,0,0
Jun-19,일산선,1953,대곡,17,0,875,400,2557,1227,6191,1988,6661,3619,3838,2172,2575,1795,2825,2101,2761,2057,2757,1934,2712,2093,2677,2317,2775,2627,3799,2786,5572,4468,2728,4094,1638,2132,1637,2052,913,2134,592,1617,101,832,0,0,0,0,0,0
Jun-19,일산선,1954,백석,66,2,4486,2264,10716,7428,23629,13505,26200,28182,20066,18945,18103,16451,18449,16219,18857,17553,18857,19933,19559,19890,22012,20701,22555,22104,26294,24364,29302,29768,18456,29308,14721,17717,15463,15338,11953,13764,4468,9284,668,3249,0,2,0,0,0,0
Jun-19,일산선,1955,마두,41,1,3324,1754,9795,5826,17568,8642,17376,22689,14954,17663,15602,12923,15637,14551,15217,13211,15415,16271,15611,15999,16389,16071,17701,15892,18670,16329,21594,19727,11324,18469,8815,11503,7556,9981,6217,9807,1761,7053,310,2470,0,1,0,0,0,0
Jun-19,일산선,1956,정발산,91,0,2493,1023,5177,3613,8979,6745,10563,21221,9373,22231,9295,17266,11917,18401,13895,17741,16213,19837,17828,18195,19732,17170,21307,18083,22799,18636,29752,23015,16660,20328,17181,11636,13366,8461,11768,7236,4767,5572,761,1675,0,3,0,0,0,0
Jun-19,일산선,1957,주엽,72,1,5357,1407,16658,4989,26810,9115,27266,16789,22128,15210,19829,14445,19022,14219,19303,14368,18089,18526,16628,18478,17807,20439,20085,20597,19347,24107,17955,26639,10039,28380,8920,17443,7082,14809,6302,13760,1636,10091,195,3685,0,230,0,0,0,0
Jun-19,일산선,1958,대화,143,1,6964,1615,27871,6442,68081,15804,50022,22720,35245,17227,29037,15636,25947,14321,23876,18108,23291,18885,21535,18289,23628,21279,25518,20066,29495,26707,28117,30492,14706,33940,11116,24258,9739,20960,6137,21595,2335,15232,338,5697,3,999,0,0,0,0
Jun-19,중앙선,1015,회기,848,11,12929,4146,23920,16310,60442,33043,76473,67123,52680,49465,43179,42238,43961,39629,49612,40329,51719,43334,51438,40473,55593,42099,62156,43153,70102,58594,62095,79263,40429,68172,35530,45317,37048,48229,33493,46108,19054,34828,1258,10422,0,0,0,0,0,0
Jun-19,중앙선,1201,중랑,94,3,6779,466,9205,2706,24818,3960,22939,7035,14267,5545,11276,5242,9368,5321,9906,6353,9661,6872,8205,8095,8259,10378,8506,12024,7920,13910,8956,21176,5737,19533,4201,11964,3737,10547,2865,10165,1420,6092,102,1480,0,0,0,0,0,0
Jun-19,중앙선,1202,상봉(시외버스터미널),655,8,7277,797,8606,2886,21545,5145,24296,9104,14427,6769,10977,5661,9209,6518,9884,7892,8794,8494,8667,8088,8387,9993,9305,11016,10055,15212,10727,21009,7136,20190,6792,12146,5575,10636,4852,11283,1888,7264,291,2418,0,0,0,0,0,0
Jun-19,중앙선,1203,망우,380,9,8261,799,12765,3746,31197,5908,27158,14521,18039,10989,14401,10466,13341,10741,14472,12007,14748,12677,13366,13163,12451,15161,14407,18301,14264,20239,15459,27561,10554,24855,7824,14372,6526,11748,4648,12123,2031,8373,134,2140,0,0,0,0,0,0
Jun-19,중앙선,1204,양원,38,1,1516,257,2336,1757,6170,10789,4267,5251,3345,2457,2634,2409,2521,2324,2833,1949,2862,3094,2493,2585,3656,2770,8213,3105,3914,3126,3387,3870,2009,4055,1340,2747,1180,1770,653,1878,206,1183,14,273,0,0,0,0,0,0
Jun-19,중앙선,1205,구리,770,6,9526,2336,20470,7432,59358,13155,49415,22192,28923,22360,23252,16610,23387,16505,23215,16288,22627,20790,20691,20886,21179,21990,23947,28748,26099,35626,25072,48883,15930,48367,15195,29198,10456,23796,9071,24304,3403,18195,307,4233,0,0,0,0,0,0
Jun-19,중앙선,1206,도농,706,3,6934,1163,17514,5414,46626,10144,41420,14709,24302,7893,18856,6192,16782,7295,15220,8115,13770,9478,11679,11510,11478,11599,16353,19311,17667,20269,13459,30081,7637,29718,5559,19052,4462,17057,3478,16031,1340,12176,185,4559,0,0,0,0,0,0
Jun-19,중앙선,1207,양정,117,0,351,287,910,1206,2647,2658,2136,3383,1402,1514,1220,1185,1275,1065,1321,675,1413,1009,1504,958,1471,925,2326,1183,3187,1333,3620,1769,1589,1369,826,938,522,820,264,785,97,557,28,219,0,0,0,0,0,0
Jun-19,중앙선,1208,덕소,1405,2,3723,697,10442,2265,26527,4383,26800,7888,16375,6463,13353,6381,11525,6109,10369,6604,10671,9764,9257,7962,9000,11351,9085,13547,9518,15977,8859,20054,5501,22443,4575,13919,3637,11248,2839,12095,1173,9302,203,3533,0,0,0,0,0,0
Jun-19,중앙선,1209,도심,4,0,2066,520,5821,1390,14889,2223,11727,5317,7278,2275,5293,1988,4213,2367,4299,2391,3868,2467,3131,2626,3197,4230,3632,3351,4176,5778,4025,7142,1982,7057,1538,4164,1294,3958,1032,5020,403,3153,80,975,0,0,0,0,0,0
Jun-19,중앙선,1210,팔당,5,0,279,115,815,664,1702,1221,1689,2153,1405,4368,1317,3043,1297,3197,1343,2980,1859,1816,2298,2087,2736,1919,3078,1909,3319,2049,2961,1975,2302,1574,1948,882,1756,752,1117,667,250,303,24,113,0,0,0,0,0,0
Jun-19,중앙선,1211,운길산,0,0,216,179,939,747,1839,1225,2357,2192,1332,3657,1327,4820,1669,4342,1766,2971,2556,1626,3260,2142,4107,1982,4032,1975,3752,1541,2751,1455,1731,1390,1500,824,694,810,241,808,97,564,6,190,0,0,0,0,0,0
Jun-19,중앙선,1212,양수,0,0,821,274,2501,1207,7180,2808,4609,3755,4633,4478,4063,5296,3846,5660,3568,4401,4281,4278,4692,4468,5717,3716,7389,4551,6082,5225,4628,4647,3180,4308,2747,4470,1503,3331,783,3323,276,1385,19,794,0,0,0,0,0,0
Jun-19,중앙선,1213,신원,0,0,155,14,206,173,581,385,474,456,425,502,390,553,433,394,554,347,549,319,551,281,682,334,657,344,596,367,632,397,255,316,205,306,82,261,34,186,19,135,2,42,0,0,0,0,0,0
Jun-19,중앙선,1214,국수,1,0,651,42,1389,342,2599,728,2465,2647,2023,1425,1507,1591,1496,1566,1405,1276,1518,1124,1609,988,2560,1480,2688,1693,1929,1522,1133,2249,729,1779,567,1739,381,1189,147,1202,59,913,9,305,0,0,0,0,0,0
Jun-19,중앙선,1215,아신,12,0,503,77,950,343,2407,741,1785,1655,1700,1194,1457,1379,1456,1704,1215,1107,1422,1256,1475,1052,1623,1497,1727,1061,1776,1576,1354,2063,1007,1781,749,1230,441,1150,207,1302,94,858,9,419,0,0,0,0,0,0
Jun-19,중앙선,1216,오빈,3,0,273,26,472,266,1130,291,1070,695,1014,491,833,570,683,517,717,507,663,487,546,426,578,727,661,620,703,930,581,1061,332,735,244,524,157,554,44,581,19,319,2,146,0,0,0,0,0,0
Jun-19,중앙선,1217,양평,80,7,1619,147,3141,2081,10214,4290,6816,8661,6495,6529,6672,6361,6285,8298,7901,6722,7523,5313,7365,6668,8024,6815,7830,7006,8137,9652,7560,7779,4428,6485,3590,6552,3399,3886,2539,3549,1019,4760,147,1688,0,0,0,0,0,0
Jun-19,중앙선,1218,원덕,53,1,316,4,580,215,1311,566,1452,846,1253,857,1047,845,740,1057,870,721,789,441,929,745,1035,865,1124,817,809,1162,908,1046,556,732,343,684,178,914,68,548,15,413,2,251,0,0,0,0,0,0
Jun-19,중앙선,1219,용문,344,4,1165,8,3010,770,4633,2623,5916,5471,4201,3973,4787,5816,3904,13418,5827,10983,6924,5386,8297,6798,10394,5867,11346,4406,7988,5768,5444,4982,3150,3578,2035,3979,1284,2440,608,2540,154,2145,2,1065,0,0,0,0,0,0
Jun-19,중앙선,1220,지평,0,0,0,0,1,0,354,410,267,176,2,1,372,451,1,4,0,1,0,0,0,0,14,0,939,501,1,2,72,114,140,195,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-19,장항선,1401,봉명,11,0,986,401,1743,1007,2742,3929,3077,3640,3113,3652,2798,1876,2879,3005,2822,1505,2354,2781,2439,1895,2613,2303,2928,1994,3380,1618,1997,3081,1493,1891,1212,1292,776,1216,501,1232,377,756,54,492,0,0,0,0,0,0
Jun-19,장항선,1402,쌍용(나사렛대),7,0,1643,242,4238,796,8365,2391,7602,5059,5945,4429,4077,3483,4229,4283,4041,4258,4811,5033,3940,2369,5107,5161,4662,4365,6010,5022,4788,7381,2840,5089,3236,4403,2389,3142,1723,3323,976,2980,241,1529,0,0,0,0,0,0
Jun-19,장항선,1403,아산,8,0,742,737,2349,2904,7386,4922,5497,5851,5063,5603,3868,5725,4563,6491,5002,4267,4828,6443,5524,3455,8026,6481,6464,3184,7627,8047,9990,6399,7506,6338,5811,4720,6431,3144,4086,2744,2679,2290,668,1072,0,0,0,0,0,0
Jun-19,장항선,1405,배방,2,0,914,128,1535,805,3593,1231,2940,1840,2930,1257,1655,1318,1742,2289,1718,1066,1813,2046,1636,1100,1777,2473,1678,1439,2426,3521,2446,2854,1502,2223,1284,2455,1007,1476,656,1399,440,1783,205,687,0,0,0,0,0,0
Jun-19,장항선,1407,온양온천,10,0,2223,751,5071,3068,10359,5551,11361,8680,11677,7757,8074,10029,9414,13450,11835,10774,10541,8688,13245,9631,9968,9338,10709,8828,8997,10008,9261,12525,5407,7287,4194,8401,3208,5675,2427,4082,1544,4477,328,1760,0,0,0,0,0,0
Jun-19,장항선,1408,신창(순천향대),41,0,935,182,1419,419,2886,2755,2182,7903,3012,5478,2441,3584,3493,2991,4692,3731,2756,2283,6341,3715,4403,2163,7838,3450,5681,2573,5755,3467,3004,2883,2295,3619,1972,2958,1382,2927,714,2431,145,1212,0,0,0,0,0,0
Jun-19,경의선,1251,서울역,6,0,891,23,1134,7189,2219,16112,3360,45237,1962,12451,2033,7898,2234,5970,3260,7546,4060,3553,5083,3751,5712,3245,7936,3561,13565,6696,28722,6178,9166,4515,10757,2010,4603,1420,1501,232,2670,1532,1,173,0,0,0,0,0,0
Jun-19,경의선,1252,신촌,1,0,286,14,375,1086,413,2597,690,7943,591,2977,573,2551,757,1596,1127,2574,1171,1406,1397,1435,1570,1169,2518,1052,3872,2013,4077,2350,2084,1608,1857,662,1876,476,1733,226,839,465,2,85,0,0,0,0,0,0
Jun-19,경의선,1261,효창공원앞,0,0,695,256,1951,1814,4522,4154,6208,15095,4171,8932,3330,4625,3338,3688,3644,3576,4161,3704,3886,3880,4506,3620,5479,4144,6340,4537,12599,6817,6253,5240,3924,4185,3350,3860,2807,4024,1260,2544,129,569,0,0,0,0,0,0
Jun-19,경의선,1262,공덕,24,1,683,168,1865,1695,5115,7038,5867,18035,5044,7941,5232,3656,5204,3700,5401,3778,5785,3457,5579,3657,5867,3826,5982,4279,8504,5340,17210,7532,8126,5473,6353,3826,6247,3740,5012,3455,2687,2161,270,628,0,0,0,0,0,0
Jun-19,경의선,1263,서강대,1,0,570,169,1545,1820,2391,4751,3226,8056,2652,6226,2596,5093,2689,3888,3077,3856,3588,3890,3515,3724,4141,3175,5349,3413,6096,3863,6730,4241,4254,3433,4266,2369,5225,2326,4865,1919,2189,1364,155,289,0,0,0,0,0,0
Jun-19,경의선,1264,홍대입구,9,6,731,125,1023,698,1428,2263,2035,5255,1639,4653,1528,3619,1478,3626,1923,5237,2339,4803,2664,4931,3000,4906,3816,5080,4866,5884,6570,7012,5046,5406,5058,3481,6332,2978,7157,2269,3704,2032,250,491,0,0,0,0,0,0
Jun-19,경의선,1265,가좌,8,0,2846,278,7487,3292,19161,3692,23777,8136,12351,7678,9831,6755,8493,5681,9040,7574,8406,7822,7846,8574,7937,9444,9275,10247,9499,12211,9504,15565,5916,14761,4784,9150,3986,8021,2915,5759,1368,5438,50,1152,0,0,0,0,0,0
Jun-19,경의선,1266,디지털미디어시티,0,0,952,284,2284,1392,6580,2349,6694,4315,4166,3784,3382,2552,3266,2420,3284,2777,3255,2792,3298,2835,3584,3072,4076,3645,4997,4624,5221,7177,3211,5784,2544,3555,2312,3607,1898,3331,1148,2461,122,627,0,0,0,0,0,0
Jun-19,경의선,1267,수색,4,2,737,368,1468,4185,2241,4930,2921,16307,2604,8582,2129,3924,2326,2442,2711,2822,2640,3256,2732,2880,3015,2597,4810,3028,7208,3373,13786,2891,5590,2039,3538,1657,2947,1416,1779,1118,882,808,29,251,0,0,0,0,0,0
Jun-19,경의선,1268,화전,1,0,649,481,1561,1694,3572,2504,5875,7519,3320,7250,3601,7200,4014,4604,4499,4076,4018,5535,5107,3792,5499,3403,6722,3931,7392,3345,7383,3892,4237,3921,3426,2986,3061,2559,2494,2511,2300,2185,262,987,0,0,0,0,0,0
Jun-19,경의선,1269,강매,0,0,2056,240,5874,1094,17816,1078,16299,3670,7637,1447,5408,1337,4574,1688,3958,1922,3722,2419,2971,2785,2804,3541,2740,4437,3129,6300,3656,8854,1689,10378,1250,6170,1117,6007,642,5510,318,3919,25,1557,0,0,0,0,0,0
Jun-19,경의선,1270,행신,1,0,3794,1186,13466,5510,40447,5378,34280,10815,16835,7289,13076,5204,13523,6512,11973,7808,10389,8935,8713,8762,8374,10224,10461,13295,12973,18406,11394,32948,7244,30769,6637,15064,6125,15660,6058,14398,2857,10031,617,3896,0,0,0,0,0,0
Jun-19,경의선,1271,능곡,2,0,2902,432,7250,2745,16468,3273,16912,6761,9760,4183,6947,3719,6270,4046,6306,4175,5984,4431,4996,5066,5012,5692,5432,6702,6102,9262,6450,11423,3922,11021,2944,6815,2606,6767,1636,6523,735,4451,59,2325,0,0,0,0,0,0
Jun-19,경의선,1272,곡산,0,0,294,255,714,700,1723,1422,1741,3112,1142,870,787,700,985,790,767,795,826,672,1007,990,1123,744,1146,880,1765,870,2074,1745,831,1278,664,866,476,718,285,740,152,312,6,142,0,0,0,0,0,0
Jun-19,경의선,1273,백마,4,0,3753,1147,15171,3070,35353,7325,27515,12231,15376,5928,11364,5235,10584,4800,10394,6105,8895,6792,8012,7934,8470,8442,9542,11536,10871,12283,12788,24414,5937,23767,4443,14491,4217,13376,4068,13130,1210,9302,173,2429,0,0,0,0,0,0
Jun-19,경의선,1274,풍산,0,0,3678,405,9864,2668,24443,4496,20119,7205,13463,5935,9625,5178,8554,5644,8501,6308,8151,6366,7348,6580,8143,7697,8231,9055,9444,11477,8249,18714,4958,16396,4587,11468,4909,10502,3650,9570,1133,7401,170,2074,0,0,0,0,0,0
Jun-19,경의선,1275,일산,10,4,7131,1022,21458,3449,49637,7655,35758,17904,21282,8757,15884,7202,14731,8249,14546,9862,12938,11419,11890,12133,12321,14079,13927,16650,14478,20530,13147,31942,7753,33388,6300,20824,5460,19170,4679,17835,1544,11014,331,4705,0,0,0,0,0,0
Jun-19,경의선,1276,탄현,39,0,5685,674,16444,3240,42065,6393,27504,10465,16930,7564,13690,5329,12581,6030,11521,7685,10319,7804,9791,9212,10314,11201,11237,13155,11433,18019,11977,26017,7117,31163,6115,18228,5727,16406,4801,14563,1844,8090,288,5809,0,0,0,0,0,0
Jun-19,경의선,1277,야당,12,0,4010,280,11616,3239,21883,4728,20527,7254,11596,6063,9338,4013,8347,4633,7796,4816,6962,5674,6694,6437,7164,7916,8021,8969,9250,14460,8214,17615,5375,18165,4660,10822,4906,11185,4055,10365,1784,6075,275,3725,0,0,0,0,0,0
Jun-19,경의선,1278,운정,37,1,3520,349,15639,4002,29148,6060,25447,8495,14126,5229,11377,4489,9213,5090,9407,5829,8181,6259,7143,7074,7688,8729,9173,11374,9960,15839,9340,19637,5342,20071,4133,11812,3203,12245,2570,11471,788,6698,87,3525,0,0,0,0,0,0
Jun-19,경의선,1279,금릉,57,2,3094,288,8177,2311,17946,5192,14479,9336,10367,5826,8568,4934,8035,4370,8056,4732,7698,5944,6503,6375,6549,8094,7588,9790,8868,13123,9660,15176,5379,16030,4790,8199,4505,8948,4074,8118,1240,6389,169,3225,0,1,0,0,0,0
Jun-19,경의선,1280,금촌,82,5,4054,298,10845,4648,22022,10901,22876,16734,15617,11258,13271,9558,12306,8834,12730,10564,13344,10181,11670,11042,11806,12289,13620,15223,15182,17485,17975,20022,9718,19968,7802,12094,6165,11821,4046,9221,1437,7303,260,3428,0,0,0,0,0,0
Jun-19,경의선,1282,월롱,35,1,519,26,986,4119,2550,11003,3188,13405,2447,6022,2207,3276,3173,2081,3917,3892,3877,2423,3825,2077,5788,1916,7047,2394,10289,2822,14327,3234,5690,3168,4344,3026,2361,3685,1176,2887,350,2842,10,1069,0,0,0,0,0,0
Jun-19,경의선,1283,파주,123,0,961,21,1697,646,3461,2840,4271,7222,2686,4855,2627,2996,2979,1576,3127,2369,2703,2217,2868,1469,4625,1585,4727,1715,6900,1793,5806,1764,2169,2045,1524,1688,1677,1312,915,1530,242,1212,4,513,0,0,0,0,0,0
Jun-19,경의선,1284,문산,1050,4,3476,18,9212,3555,18687,8473,19975,15300,13427,8587,11149,9879,10204,9514,11194,9141,11483,9270,11022,8624,11290,12079,12502,11593,15246,12426,13838,16738,7016,16479,5709,11762,4534,10055,2761,7968,462,6028,0,4455,0,0,0,0,0,0
Jun-19,경의선,1291,서울역,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jun-19,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jun-19,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jun-19,경춘선,1311,신내,12,0,485,239,1237,936,2693,3789,2621,2937,1663,1159,1393,1144,1112,1038,1261,1077,1167,960,1080,1351,1232,1346,2300,1423,1869,1840,1914,2338,1092,1981,772,1059,780,968,564,784,316,386,5,103,0,0,0,0,0,0
Jun-19,경춘선,1312,갈매,11,0,1629,381,3743,1433,15171,2868,10995,5695,6918,2495,4207,2665,3077,1933,3439,2159,3281,2394,3133,2897,3116,3834,3921,3539,4369,5160,4756,6268,2495,10647,2027,5309,2581,3359,1449,4289,660,2492,16,925,0,0,0,0,0,0
Jun-19,경춘선,1313,별내,32,0,1107,822,2504,2509,9187,3737,8708,6902,5141,4373,4170,3167,3537,3317,4029,3406,3640,3092,3831,3973,4517,4424,5237,4469,6355,6153,5806,6356,3403,7667,3231,4417,2735,3047,2394,3160,1239,2162,37,399,0,0,0,0,0,0
Jun-19,경춘선,1314,퇴계원,9,0,2910,722,5681,1736,20083,3720,15098,5410,10214,2827,7553,3094,5649,3140,5938,3774,5277,3968,4241,4529,4517,5164,4505,6748,5447,8655,5918,13501,3517,11486,2406,7827,2217,6027,1508,6623,698,3973,50,1245,0,0,0,0,0,0
Jun-19,경춘선,1315,사릉,37,0,2231,1100,5969,2641,18526,5821,15079,7041,8555,3238,6509,2940,4987,2998,5085,2996,4791,3377,3757,3760,4279,3971,4052,7093,6137,7555,7530,10638,3346,13986,2314,6380,1867,6454,1267,6547,517,4086,25,1114,0,0,0,0,0,0
Jun-19,경춘선,1316,금곡,15,0,1477,423,2547,1200,6039,2094,5641,4720,3663,2616,3424,2121,2742,1625,3131,2181,2608,2029,2212,2326,2827,2237,2547,3246,3098,3529,3873,4326,1578,4450,978,2109,796,2484,686,2101,275,1620,20,425,0,0,0,0,0,0
Jun-19,경춘선,1317,평내호평,516,4,5434,1092,9285,3183,27050,4330,21616,9872,12983,7302,11031,6340,9034,5580,10390,7545,8251,7255,7610,9122,8365,9036,8551,10552,9747,17733,9651,16874,5778,21520,4917,11770,4687,10467,4731,8957,1999,7830,61,2917,0,0,0,0,0,0
Jun-19,경춘선,1318,천마산,10,0,1324,256,3861,771,8028,1731,6956,1642,5616,1574,3964,1618,3194,1593,3083,2100,2454,2020,2224,2636,1956,3121,2176,3054,2155,4397,2298,5153,1029,5051,872,4068,698,3373,420,2230,155,1655,16,484,0,0,0,0,0,0
Jun-19,경춘선,1319,마석,32,1,1523,482,7759,3317,17163,6398,13250,9247,10251,5216,8210,5057,6989,4632,7549,5023,5933,5943,6036,6002,5860,7655,8024,6250,7074,10531,8081,9938,3791,13650,3332,8046,2744,6127,1960,6565,874,3250,62,1299,0,0,0,0,0,0
Jun-19,경춘선,1320,대성리,0,0,996,79,1613,494,1400,814,1550,1571,1524,1397,2888,1679,5063,1358,2221,2226,1456,3457,1430,3938,1511,1955,1856,2134,2115,1802,1668,1586,1003,1202,685,884,536,674,260,603,104,308,3,19,0,0,0,0,0,0
Jun-19,경춘선,1321,청평,5,0,1394,206,2459,1035,4408,2485,6193,5390,4329,4508,4965,4450,8167,4024,5468,4936,4093,4917,4163,6076,4588,3608,5348,5386,5705,5752,4995,4547,2572,4163,1863,2336,1447,2535,972,2176,259,1579,8,351,0,0,0,0,0,0
Jun-19,경춘선,1322,상천,0,0,146,37,404,267,718,351,974,939,607,1604,723,1918,974,1520,718,855,1062,662,1417,615,1775,612,1821,699,1458,653,671,697,393,511,214,410,94,422,54,234,21,157,1,64,0,0,0,0,0,0
Jun-19,경춘선,1323,가평,0,0,870,281,1808,1208,3212,3319,4598,6967,3352,6158,4468,5982,10744,6703,5495,10354,4143,5854,4345,6777,5398,4994,6571,3528,8097,3950,6377,4046,3276,3501,2823,2223,2019,1980,1121,1573,422,1264,19,408,0,0,0,0,0,0
Jun-19,경춘선,1324,굴봉산,0,0,49,46,125,87,160,321,282,645,325,741,304,1265,535,547,443,566,590,290,672,365,819,407,726,227,631,234,467,222,247,153,168,144,72,112,22,83,6,68,0,22,0,0,0,0,0,0
Jun-19,경춘선,1325,백양리,1,0,39,18,34,197,66,443,181,473,189,202,325,557,445,366,279,289,249,249,285,202,334,216,331,117,525,102,285,94,146,92,74,84,60,71,35,48,19,47,1,13,0,0,0,0,0,0
Jun-19,경춘선,1326,강촌,5,0,106,52,285,184,394,528,506,2383,786,2518,984,2748,2263,2457,1627,1318,1891,1253,1861,1069,2594,985,2911,923,2621,714,1907,730,942,592,696,487,417,468,182,334,57,326,13,30,0,0,0,0,0,0
Jun-19,경춘선,1327,김유정,5,0,122,36,202,126,611,537,492,880,456,1409,484,2093,648,2476,893,1576,1181,1378,1485,1172,1833,1045,1727,867,1674,708,1337,535,634,385,309,307,140,226,41,231,25,168,10,28,0,0,0,0,0,0
