사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Jun-19,3호선,325,옥수,164,7,3589,1109,10133,4825,25170,8052,36311,16953,24899,12547,18447,9982,17217,11053,16166,12807,17318,14987,15700,15506,15654,18217,16724,20771,18460,25197,19616,35277,13329,28930,11161,20252,9467,19685,7223,19024,3255,11123,541,2949,0,0,0,0,0,0
Jun-19,3호선,326,압구정,51,0,3793,2269,9436,27085,17625,51898,30115,153436,23131,156099,27858,80592,35643,71528,42772,56467,51015,62912,58677,58750,66293,53237,76872,52992,90433,59087,138910,68520,101085,43888,83577,21669,62996,17159,50893,14872,17410,8703,2123,3347,2,354,0,0,0,0
Jun-19,3호선,327,신사,126,3,5037,1551,7411,21498,13293,42208,21811,114789,18997,134328,20346,75806,26965,61023,34453,63124,41850,68535,50345,64293,58697,59650,70447,58935,89469,64474,142976,84137,105854,55870,75893,27073,81646,19241,71639,15417,30914,10936,3860,3696,0,0,0,0,0,0
Jun-19,3호선,328,잠원,7,1,1631,748,6604,5210,18628,7883,25400,11432,16161,8370,11571,6526,11656,6271,11025,7474,10759,9310,9580,9255,9525,10197,11511,11474,12802,13881,12776,19199,7901,15325,5526,10646,5310,10808,4156,12509,1519,7009,215,2009,0,1,0,0,0,0
Jun-19,3호선,329,고속터미널,155,0,7204,4859,8893,39507,28902,58065,53199,88981,62936,110078,67853,104228,82676,126959,100214,118635,111647,119571,122342,128759,136819,133107,151385,134532,169921,139432,166134,152947,150833,105773,164555,65902,122945,49060,84338,35815,34779,19704,3159,3198,1,4,0,0,0,0
Jun-19,3호선,330,교대(법원.검찰청),10,0,1481,737,3529,6981,8697,23857,13023,51956,11641,35613,12815,18335,16778,13753,18753,12959,23264,13276,26594,12728,26563,11811,28996,11703,40056,15521,67678,21426,32286,12564,26547,6347,29553,5376,32610,4676,9902,3160,1581,1029,0,1,0,0,0,0
Jun-19,3호선,331,남부터미널(예술의전당),45,1,3123,1214,9470,28665,29538,59914,48336,177522,43687,87191,43848,55353,49179,46014,51331,48448,54193,56870,53079,57192,58489,58964,67769,63410,93128,65058,156518,75359,78499,57298,58619,32647,51325,26792,43438,21392,14665,12691,1723,3117,1,1,0,0,0,0
Jun-19,3호선,332,양재(서초구청),102,1,6060,2813,15374,41146,36727,103846,48954,250175,38595,133570,36005,68855,40962,64319,45122,54157,56773,59568,60172,53968,67099,51678,80757,52864,116797,66849,203738,83956,102982,59894,71541,37438,70838,33224,52717,30236,19614,18180,2072,5252,1,51,0,0,0,0
Jun-19,3호선,333,매봉,24,0,1728,558,6500,11465,15955,18963,20202,69122,15347,32677,12921,14741,13339,14211,13297,12866,14940,12433,17131,12663,18326,12659,20705,13455,30256,16786,59487,21779,24214,16237,15540,9965,17162,9022,11298,9460,4021,6075,445,1686,1,156,0,0,0,0
Jun-19,3호선,334,도곡,56,0,1071,329,3726,3927,9846,12289,12918,23033,8967,17992,7238,8611,7565,9355,7783,8908,9017,8389,8940,7945,10079,7662,13645,8376,16618,9120,19738,11024,10715,9519,6875,6037,6673,5666,4971,6028,1610,3814,248,2368,1,427,0,0,0,0
Jun-19,3호선,335,대치,35,0,2911,840,12907,8165,29333,20177,28647,27043,18598,20690,15002,15198,15546,13662,17529,17135,18362,21675,16959,18760,19643,20723,21565,27585,27486,28981,28924,30255,22234,24843,15914,15074,20304,14439,31968,15027,4574,9416,596,3002,0,0,0,0,0,0
Jun-19,3호선,336,학여울,3,0,524,315,1780,1761,4244,3614,4874,7950,3207,7826,3037,6471,3694,4931,4955,5727,5775,7190,6299,5510,7318,4505,7970,3902,8039,3694,7825,4327,3331,3799,2156,2518,2030,2318,1696,2473,455,1606,57,586,0,0,0,0,0,0
Jun-19,3호선,337,대청,13,1,3970,1306,10378,6474,29840,16688,34993,24223,20126,11611,15608,8101,14870,8155,14297,9721,14962,11345,13645,11643,16016,14322,23665,17153,23430,19006,27270,25935,12739,23006,9812,16709,8580,15562,6818,18226,2587,10334,338,3537,0,0,0,0,0,0
Jun-19,3호선,338,일원,13,1,2161,1516,8365,9199,23848,27677,23951,25592,17089,19631,17077,19000,18541,14246,19050,15799,17199,17435,17549,16253,20107,14315,26820,13991,29640,16154,17491,20788,11135,18650,9140,12047,6303,11767,3939,12851,1553,6468,207,2072,0,17,0,0,0,0
Jun-19,3호선,339,수서,184,5,5419,1994,13079,15335,39099,32929,47848,52469,33838,33087,33537,23088,27274,19141,31995,24966,31453,24659,23977,24704,33595,28790,39213,33080,41318,37778,52987,50508,26414,41240,24435,29874,17763,25059,17156,27003,8221,11685,709,4981,1,310,0,0,0,0
Jun-19,3호선,340,가락시장,18,1,3190,693,8055,5705,22724,10200,26306,31525,19296,15953,16232,11361,16440,12287,16058,12893,16194,13864,15712,14593,16152,16482,18061,17387,19851,20661,30614,26589,14129,21656,11339,14634,10466,13361,8204,12844,3186,8124,410,2454,0,48,0,0,0,0
Jun-19,3호선,341,경찰병원,10,1,2797,280,7693,2923,23844,7675,28029,28869,17084,15400,13287,9497,12509,7548,11072,9020,11700,10594,11610,10589,11272,10132,11396,11286,14759,15020,19780,21305,8342,19087,6810,11507,5867,11057,4044,10901,1547,7358,202,2009,0,0,0,0,0,0
Jun-19,3호선,342,오금,12,1,3723,5,7959,2071,27185,5574,32415,14303,16863,6761,11038,6139,9319,4913,9140,5976,9379,7080,7447,7311,7677,8875,8922,10224,11408,13359,14080,20663,6579,17231,4701,11411,4331,11215,3905,12650,1196,7761,119,2298,0,2,0,0,0,0
Jun-19,4호선,409,당고개,34,0,9714,18,18778,8358,54024,9749,52758,15352,35556,15020,25848,14982,22506,13132,21951,14006,21710,16037,19716,16797,18981,19897,19738,25057,21662,28739,19494,38873,13951,37254,9514,27347,7145,25780,5649,23993,2579,18439,417,6328,0,603,0,0,0,0
Jun-19,4호선,410,상계,95,1,14973,269,38135,9495,95605,19219,87582,22206,52149,18438,36879,16261,31836,16437,32724,21075,31565,22223,26538,24123,26040,28337,30620,35703,28412,44572,28702,64870,18791,65136,13997,41633,12916,39425,14513,37523,5293,28904,713,9115,2,1021,0,0,0,0
Jun-19,4호선,411,노원,158,1,13083,594,27540,10530,57690,17728,63872,34021,39205,37274,33129,28269,31192,26609,33608,31906,34348,34906,33139,37693,33494,40521,38862,45300,38750,61641,40947,86859,30673,79589,32834,48527,31033,43556,31121,39528,15248,30063,2721,10482,1,638,0,0,0,0
Jun-19,4호선,412,창동,2132,90,18366,3593,40178,12878,107167,22565,93709,43720,62419,41179,50376,34746,46847,33021,49156,37422,46513,43384,42532,48052,43638,52445,48738,60373,51821,72033,56023,99999,32874,96476,25688,63989,24920,56039,20995,53237,10651,38871,1672,13767,0,162,0,0,0,0
Jun-19,4호선,413,쌍문,128,4,25264,1315,55684,11270,137945,16853,148568,31123,90456,23897,63433,21673,53756,24326,53253,28929,48600,31856,42284,36916,39496,45259,42276,55465,43258,71903,41203,104981,29658,107721,21360,69852,17530,63882,13914,63915,6914,44699,1028,14741,0,1,0,0,0,0
Jun-19,4호선,414,수유(강북구청),107,7,22949,3981,48935,13767,128112,22737,142339,57708,91655,45459,65097,38619,58823,37126,61913,40827,60507,46423,55922,51017,54864,58609,57643,72072,62347,87033,71471,128559,46767,124885,36120,82645,32331,75915,27645,71585,15904,51235,2417,13575,0,1,0,0,0,0
Jun-19,4호선,415,미아(서울사이버대학),30,2,11654,1928,22553,6404,55558,18790,62446,36264,39819,23437,28959,18330,27467,20458,28464,20188,28434,21097,26735,22549,25883,25534,28867,31274,31426,36684,32494,49316,20604,46654,15197,29523,14587,27731,12177,26365,4189,18499,611,4629,0,1,0,0,0,0
Jun-19,4호선,416,미아사거리,71,3,15746,2790,38802,11762,99284,22529,111342,35352,68707,38441,48858,31384,44919,32653,47194,36847,47713,38686,44700,43029,47832,51738,53281,59076,51615,72914,52549,104640,40257,94948,40008,57483,25490,53387,19999,50979,10537,33568,1794,7200,2,1,0,1,0,0
Jun-19,4호선,417,길음,26,3,10473,2250,31917,9284,88834,16136,94804,35054,55560,32777,38142,25644,33325,28384,35389,28215,35763,32549,33307,32805,34578,35778,38445,41284,42079,51088,40722,72753,25586,65485,20429,42153,16497,40667,15876,43032,7600,30152,1133,6509,1,0,0,0,0,0
Jun-19,4호선,418,성신여대입구(돈암),68,11,6655,1914,20095,7944,50880,19446,63017,42487,43799,35292,34543,28746,35069,32474,39192,31748,40648,36221,40406,38352,42069,39730,48048,44031,52726,54048,55295,72035,38725,63090,35327,40344,35472,37080,34614,37447,16681,26850,2462,6704,1,9,2,7,0,0
Jun-19,4호선,419,한성대입구(삼선교),98,17,8111,1535,14541,8981,34715,22281,44657,35073,31556,29813,24179,22197,24078,22820,27363,23126,28895,24680,27392,24492,29694,25016,37166,29135,37432,34059,37248,41287,23849,34364,20418,23171,19515,21736,16264,23102,8074,15732,1296,9703,1,1095,0,0,0,0
Jun-19,4호선,420,혜화,42,6,4953,2455,8616,21517,18309,49643,25645,129771,27822,103277,34187,78033,40497,78405,49886,85902,54617,109800,65417,98157,85249,81011,103938,78564,119671,87989,137608,103233,88719,76918,86857,31308,116181,25892,111534,23826,49187,15667,6467,6095,1,127,0,0,0,0
Jun-19,4호선,421,동대문,494,2,10497,3160,5344,15402,6797,40912,10071,87120,16326,77423,23091,69343,32061,62680,42049,54335,49472,56374,60966,51118,69141,43597,73416,35226,96067,28637,90015,25035,45839,30354,34792,23095,31574,16872,30459,11667,17524,9765,2066,2682,2,48,0,0,0,0
Jun-19,4호선,422,동대문역사문화공원,446,6,11531,1629,6487,14247,8839,28758,13020,81892,16079,45821,18180,37035,21460,35924,26167,35576,30288,38986,37935,36558,46502,33251,51579,30809,66645,32388,96846,35433,61006,46835,48466,28947,46946,21813,44607,17883,26807,12803,4440,3653,1,68,1,1,0,0
Jun-19,4호선,423,충무로,92,13,4222,3182,5390,20524,11380,52207,17368,190337,22829,112171,26053,65888,30315,57554,35913,53431,43267,54786,50173,49070,55387,41427,64892,40533,92748,46935,156413,50887,89240,33671,63245,19474,63710,17912,53217,17486,28999,13213,5676,4022,8,195,0,0,0,0
Jun-19,4호선,424,명동,46,0,1537,1586,3628,17703,6558,53900,14650,129147,29133,100275,38173,76009,43136,84368,46100,89206,54686,91368,66042,82695,77283,85368,90101,83167,104324,87479,146073,82292,102434,62707,92234,43898,96759,34064,92875,22072,42452,13656,2510,3915,0,185,0,0,0,0
Jun-19,4호선,425,회현(남대문시장),33,1,2542,1088,4404,25743,6833,57593,11084,159184,16607,112390,23844,93674,36838,99646,49575,81613,64626,70033,79381,66797,85478,56366,94635,42973,128599,33132,132561,25923,65681,16409,65181,9745,29562,10814,17805,9595,7113,6577,831,1929,0,162,0,0,0,0
Jun-19,4호선,426,서울역,223,1,5223,1106,6547,17298,13090,37309,18773,98577,16336,54154,15359,31377,17605,31651,18485,34115,18756,35380,17290,35721,20669,39506,23190,43190,37913,46691,73861,46865,29809,38206,19677,28803,18122,27797,14483,24233,6932,14949,823,5105,3,522,0,0,0,0
Jun-19,4호선,427,숙대입구(갈월),19,0,3500,825,8385,10644,19727,25244,31231,64852,22934,37965,20278,28814,21804,25944,24156,22486,27021,25808,27194,23333,30588,22550,39446,24656,41797,29362,60430,39071,32329,28995,26198,19032,25617,18085,22020,17504,11340,11858,1633,3040,1,20,0,0,0,0
Jun-19,4호선,428,삼각지,32,24,684,698,2073,5098,5915,10109,8323,27150,6174,12724,4562,9992,5320,9133,6668,9190,8048,8960,7820,8033,7729,8159,8564,8105,12156,9678,25103,13067,10589,9706,7912,6334,7575,5883,6735,5644,2710,3824,335,1414,0,34,0,0,0,0
Jun-19,4호선,429,신용산,5,0,1440,1400,4751,13454,11097,31275,17064,97370,14837,57935,13293,27933,16639,24799,18070,23493,21830,25539,21987,24624,26519,24330,33029,25023,48919,27517,90381,33976,45457,23509,32068,14584,30331,11708,21238,9662,10543,5525,1369,1411,1,1,0,0,0,0
Jun-19,4호선,430,이촌(국립중앙박물관),83,27,1369,833,4783,7797,15019,16140,20474,29201,14806,22854,11609,19607,13405,16590,16944,17655,17293,22829,17234,19719,20725,18145,27197,18526,28657,18658,29417,24511,14139,18509,10080,11737,10046,10568,5814,10340,2304,6031,309,1910,1,5,0,0,0,0
Jun-19,4호선,431,동작(현충원),12,0,631,315,1856,2774,5324,4624,7321,10405,5827,11529,5566,7973,9076,5799,7698,4790,6357,5294,5765,5499,5665,5374,5730,5522,6283,6119,7980,8246,4205,6544,3808,4819,4010,3726,3136,3434,1331,2457,183,1165,2,107,0,0,0,0
Jun-19,4호선,432,총신대입구(이수),149,4,7977,1136,18985,10642,50900,19620,67472,43278,44124,37489,33883,28608,33793,27669,34242,30995,35546,34569,34812,36501,34294,40919,36026,48376,37992,58559,46683,86564,30640,64942,28331,37787,27544,34824,22750,32021,11839,20455,1781,5559,2,212,0,0,0,0
Jun-19,4호선,433,사당,114,7,11651,1365,27233,18817,74277,28219,93542,42083,71645,34775,51013,27576,44596,35419,45601,37693,47795,33683,45687,33514,43373,37932,44253,47815,51597,66383,55855,101221,39742,74577,36927,43011,41306,40925,37834,39313,19868,27570,2627,10705,6,1044,0,0,0,0
Jun-19,4호선,434,남태령,24,0,529,120,1122,1399,3414,4099,5306,5501,3993,1839,2940,1379,2744,1280,2618,1276,2516,1374,2334,1429,2427,1525,3853,1766,4211,1924,4408,2383,2002,2142,1164,1474,866,1369,546,1238,215,759,41,362,0,5,1,1,0,0
Jun-19,경부선,1001,서울역,9,1,101,290,117,1921,8427,2837,17685,3869,15528,3026,14032,2112,16933,1572,14257,1916,11849,1908,6437,1977,17480,2283,13376,3011,15770,4171,15119,5153,15131,3413,12194,2174,9689,2104,10081,1375,5504,356,775,24,2,1,0,0,0,0
Jun-19,경부선,1002,남영,124,5,3283,1482,5246,8301,13289,23862,18685,66419,12796,35362,11659,18511,13032,15586,13758,14727,15385,15314,16065,13696,18252,13731,24895,14921,27381,18382,52266,24189,22975,17764,17868,12220,17468,11598,13626,10944,6784,7073,447,1679,0,0,0,0,0,0
Jun-19,경부선,1003,용산,447,13,5844,6270,6491,39615,21940,81439,33821,160524,42173,112575,37747,87239,51228,81129,52584,78525,65813,83396,64955,81646,91513,80017,100326,79374,124475,79936,166981,94907,110537,63932,107993,44178,101302,34597,68994,22584,29121,9157,1845,3281,1,0,0,0,0,0
Jun-19,경부선,1004,노량진,572,4,6174,2244,8345,7675,21868,16126,31081,25479,18652,18618,14916,13159,14973,13131,17071,15864,20072,17334,19002,15190,18738,16098,21023,19206,25065,24945,29466,40307,19787,28390,19459,17977,23859,17029,26617,15076,10138,10061,561,2413,0,0,0,0,0,0
Jun-19,경부선,1005,대방,589,6,6680,2644,12268,12115,33753,35132,44337,56421,27425,27768,21138,15561,20065,15096,21436,16575,22363,18859,21364,17227,22080,18685,23854,21627,34003,27382,50513,39612,21610,30205,16060,21940,15577,22384,13142,20187,4439,13500,170,3346,0,0,0,0,0,0
Jun-19,경부선,1006,영등포,3982,53,22540,7726,19090,28670,42195,69381,63353,134238,47678,104126,46400,88182,51942,97058,61948,103027,69537,112485,80699,100618,95679,98223,113490,99439,131152,108333,179674,143263,117779,101558,126288,55411,102113,46025,83050,37660,39643,22396,1158,6084,3,1,0,0,0,0
Jun-19,경부선,1007,신도림,509,7,2666,639,3992,2503,11209,7181,13695,16584,7447,7510,5281,5646,5044,5377,5737,5478,6044,5847,5867,5677,6061,6381,6598,7289,8832,9028,14967,14167,7595,10187,5836,6240,5873,5675,4532,5335,2213,3571,86,2118,0,0,0,0,0,0
Jun-19,경부선,1032,신길,610,9,13125,2698,11378,6822,25693,17515,34771,29740,21731,11418,14574,7670,12829,7215,14389,8195,13185,9101,11409,9085,12573,10804,15663,13475,20047,17506,32915,23912,13966,18528,9869,13242,9956,14370,6975,14242,3262,8851,207,2626,0,4,0,0,0,0
Jun-19,경부선,1701,구로,11780,34,27387,5275,20476,13474,40594,34103,42640,84796,31472,49601,26557,32418,25822,29228,28347,26945,29467,29218,28985,28461,30959,29526,35320,33153,47969,43650,77443,53388,37052,38832,30882,25555,22309,26290,17032,23845,7803,18050,77,17882,0,2,0,0,0,0
Jun-19,경부선,1702,가산디지털단지,1824,9,9867,2116,9081,11251,14975,44271,16268,158264,13255,73826,11702,23701,12381,18819,13979,18032,15772,19722,15800,18889,17089,18733,21806,20774,49122,25231,117195,31196,51235,24321,32621,14675,27707,14338,19108,13143,8741,8216,285,1302,0,0,0,0,0,0
Jun-19,경부선,1703,금천구청,786,2,11897,1629,20888,6819,49896,15896,46693,30154,30679,13109,22056,10928,19185,12322,19349,13512,18013,14728,15467,16713,15694,19347,17114,23748,19700,29045,27948,42714,13800,37179,10144,22939,8766,22247,7061,19576,2702,13370,66,1127,0,0,0,0,0,0
Jun-19,경부선,1704,석수,527,2,8790,2748,18990,7613,43795,16002,47499,20574,28894,14783,18994,11789,17161,9508,16608,9945,15405,10689,14258,12349,16136,14202,18313,17382,22147,23022,24794,35912,14266,31157,9473,20141,8237,21933,6129,19087,2544,13495,78,1222,0,0,0,0,0,0
Jun-19,경부선,1705,관악,214,0,7525,2163,13898,5749,36120,7145,34928,12071,19146,13218,13760,13398,12189,9801,14493,9657,14105,9422,12759,9874,11897,11487,14025,13347,15628,17738,13923,29816,8665,26043,6325,16522,6462,16264,4189,14493,1514,10768,55,1375,0,0,0,0,0,0
Jun-19,경부선,1706,안양,318,11,16762,3422,34111,12113,86230,21529,81032,51200,49809,53337,38898,40396,37345,37853,42534,37972,42340,42643,41719,40660,48834,41577,57070,47278,58832,59579,47088,93068,34274,80029,32919,45520,33731,41556,30839,39205,15648,26641,542,4386,0,0,0,0,0,0
Jun-19,경부선,1707,명학,141,8,8136,2291,10689,8976,27551,22907,26427,61159,14901,17116,11738,12094,11233,14037,12890,10585,12764,11960,12691,12031,13568,9686,16895,11748,26922,15333,41251,22019,15705,20614,13497,12549,11280,12488,7121,11059,3107,8953,116,1247,0,0,0,0,0,0
Jun-19,경부선,1708,금정,375,8,26904,8704,36212,21109,87985,42242,91001,81936,58547,30679,42870,23911,37342,23607,38135,25558,36101,27450,31160,31532,32259,36814,38589,44650,53784,60820,71728,89305,36305,78360,29255,48432,27985,51133,22820,46281,10470,33731,1227,12710,2,595,0,0,0,0
Jun-19,경부선,1709,군포,72,2,5766,2682,9288,7505,19636,27332,19011,46441,12293,8628,9603,5809,8594,5628,9091,5949,8329,6311,7362,6695,8034,7924,10179,9554,20272,11598,34809,16635,13857,14714,11058,9115,8207,8571,4482,7028,1864,5203,119,798,0,0,0,0,0,0
Jun-19,경부선,1710,의왕,84,0,6965,2707,12967,7981,30503,24937,31142,27394,17225,10858,13521,7660,12199,7432,12453,8397,12249,9387,10552,9915,11548,11717,14837,14978,25808,18235,24369,25288,12623,23648,10123,16732,8243,15782,5179,13408,2499,9974,150,2147,0,0,0,0,0,0
Jun-19,경부선,1711,성균관대,180,7,9032,2378,27133,7043,68244,11088,58727,27797,30958,18497,24653,15847,23107,14582,23452,15611,22104,18710,20317,19630,21394,21269,25631,26411,27849,35915,28011,54263,18016,53522,15023,34825,14580,32291,12721,30769,6454,20647,342,5081,0,0,0,0,0,0
Jun-19,경부선,1712,화서,345,7,7937,2396,20070,4903,41724,7198,34315,12751,19315,7912,14853,7055,12757,7141,11820,8117,10727,9744,9463,9891,9729,12649,11899,15620,14181,20659,12504,31355,7584,31131,6373,18686,5639,16158,4399,15735,1648,10034,89,2952,0,0,0,0,0,0
Jun-19,경부선,1713,수원,2219,37,23911,7671,39770,36209,79212,60602,84463,92472,61848,85383,57431,75943,60388,82987,64933,89109,68828,91157,70868,83569,86300,90998,103992,102003,111762,117087,114019,129935,96846,125624,100691,70895,83368,61758,74351,53425,30702,33423,941,10322,0,1,0,0,0,0
Jun-19,경부선,1714,독산,783,2,8164,2557,17880,12902,43306,37983,42192,95300,26631,41147,20672,16266,19468,13397,20574,13809,19968,15507,17269,17021,18154,18818,22741,22869,45182,27119,73425,40470,32393,38273,18914,23800,14757,24221,9940,22551,3851,14192,115,978,0,0,0,0,0,0
Jun-19,경부선,1715,세류,479,2,3423,881,8044,3000,16113,5343,12192,5642,7976,4156,7231,3994,6075,4132,5478,4763,4944,4547,4517,4578,5501,5591,6572,6838,8079,8913,7599,11245,4876,11888,4243,9106,3505,6956,2465,6784,732,4201,10,1363,0,0,0,0,0,0
Jun-19,경부선,1716,병점,3013,14,7782,4864,26051,12340,51086,21526,44673,29869,32402,23072,27491,18458,26535,16264,26534,19800,24368,19155,23953,20953,26152,24262,29514,29834,38162,37319,40506,45047,23749,47688,17366,33584,15797,32576,12006,30271,3814,19210,36,10321,0,2,0,0,0,0
Jun-19,경부선,1717,세마,221,1,1842,576,5785,1497,10512,3984,10137,6733,7873,2475,5381,2451,4768,2474,5083,2547,4428,2925,3952,3315,4397,4227,5079,4998,6509,7445,6891,8630,3403,8278,2638,7139,2383,5790,1537,4921,577,3823,34,268,0,0,0,0,0,0
Jun-19,경부선,1718,오산대,157,2,2253,962,4410,3014,10555,4517,8603,9433,6233,8390,5422,7612,5207,5630,5406,4535,5537,4584,6078,4379,7465,4552,9407,5485,10268,7402,8862,9198,4284,7602,3423,6540,3281,5169,1972,4296,916,3745,65,190,0,0,0,0,0,0
Jun-19,경부선,1719,오산,365,5,6228,1589,13165,10636,24827,18532,25419,21556,20578,15185,19653,12026,18395,12457,18886,14686,18060,13697,17401,14738,18292,17597,20707,21518,27192,25553,28517,26920,15844,29236,14378,19203,11458,18487,9158,16221,3232,9488,136,641,0,0,0,0,0,0
Jun-19,경부선,1720,진위,20,0,718,294,1794,2203,3940,7084,3425,7575,2931,1715,2246,1449,2155,1354,2256,1425,1996,1582,2004,1502,2518,2017,3833,2254,6319,3152,8617,2937,3469,2684,2218,2335,1361,2231,689,1867,273,1014,9,84,0,0,0,0,0,0
Jun-19,경부선,1721,송탄,89,0,5373,625,7732,3807,13486,5653,12820,8668,11432,5083,9382,4340,9406,4861,9212,5939,8549,6950,7811,6853,8224,8836,10563,10502,10858,12537,10683,14803,7038,12717,5363,12620,4494,10547,2659,7922,1338,8516,42,950,0,0,0,0,0,0
Jun-19,경부선,1722,서정리,40,3,3085,2903,7026,4199,10985,10013,11992,13866,9311,7663,9971,6817,8576,6772,9637,7375,9429,7815,8947,6860,10291,8994,11461,10555,17732,10987,13493,11517,7611,13110,5992,9129,5095,8700,2686,8690,1205,5816,13,1284,0,0,0,0,0,0
Jun-19,경부선,1723,지제,5,0,1049,3446,2385,4853,6522,8825,5408,6667,4394,3264,3368,2093,3173,2572,3934,3033,3261,2897,3292,2583,4570,3762,5818,4438,11006,4520,9224,6600,5905,5638,3441,4446,3639,3694,2432,2954,934,1854,3,409,0,0,0,0,0,0
Jun-19,경부선,1724,평택,112,2,7723,3035,15355,9682,30015,18116,32526,24033,25677,21848,26349,22236,22144,22288,23171,23562,23214,25754,23452,24085,26100,28184,30744,30301,35171,38605,32269,40863,23869,30361,25660,22997,18425,21950,14236,17523,6872,10300,273,1826,1,0,0,0,0,0
Jun-19,경부선,1725,성환,48,0,1861,761,3234,3008,6745,10552,8476,16171,6971,13981,7775,9024,8510,6509,9223,7739,9004,7217,10748,5576,12737,6034,12886,7781,13748,7677,13004,8749,6675,7816,5864,6839,4280,6192,2238,5281,1047,4397,108,797,0,0,0,0,0,0
Jun-19,경부선,1726,직산,53,1,630,376,1433,836,2013,2899,1873,3169,1925,1871,1543,1255,1403,1314,1234,1268,1526,1186,1478,1207,1813,1244,1665,1849,2361,1639,3294,2661,1417,2141,1112,1398,1370,1299,444,1090,171,830,25,348,0,0,0,0,0,0
Jun-19,경부선,1727,두정,1238,1,4306,1001,8173,2827,14221,7984,12151,17276,9994,16670,9178,13897,9360,12801,10781,10578,8568,7856,10691,10176,11201,8833,13361,10889,14328,12583,17094,15965,10506,12577,8328,11906,7544,10898,5621,8107,2463,6539,225,2727,0,0,0,0,0,0
Jun-19,경부선,1728,천안,2167,4,3124,913,6066,3393,11561,8598,11209,12810,12859,16092,11898,14493,13233,16595,12643,14271,12801,11521,18177,15759,18789,12812,22388,15302,19838,16184,17697,17440,13329,11980,10920,10433,8756,7797,5628,6840,3030,4339,529,2528,0,0,0,0,0,0
Jun-19,경부선,1729,당정,23,1,4182,1133,10906,3709,27824,9578,25088,18394,14885,10669,11158,7153,10669,6418,11501,8523,10690,8101,9578,7900,10539,9135,11439,11045,14800,14204,17430,20902,8652,20069,6794,13901,5847,14219,4961,13668,2214,9637,125,1732,0,0,0,0,0,0
Jun-19,경부선,1749,서동탄,0,0,1484,6,4377,904,11861,1667,5684,2445,3462,1100,2829,1002,2578,1436,2480,1643,2215,1845,2017,2105,2238,2329,2821,3144,2957,3787,3332,5353,1851,6276,1201,3818,1140,2792,627,2586,115,2682,10,1304,0,0,0,0,0,0
Jun-19,경부선,1750,광명,1,0,57,2635,2078,2831,14901,3609,6689,3291,7208,4143,3779,3403,4030,3152,4466,3577,3899,308,3595,6613,4412,277,10413,6313,4195,4896,12202,12312,4936,11568,4772,3816,2786,135,2382,3303,0,2,0,0,0,0,0,0,0,0
Jun-19,경인선,1801,개봉,1380,9,19864,5946,38446,13787,99741,17329,98553,27128,61856,22745,46165,19824,39502,22777,39929,27621,38451,26288,33513,32879,31691,39029,34446,48860,35713,64075,36440,91757,23404,81541,18572,53742,16846,50022,12297,44121,5651,30293,189,3836,0,0,0,0,0,0
Jun-19,경인선,1802,오류동,569,3,12224,2540,18946,6254,51196,7756,51780,13318,31843,12471,23478,12727,20740,11112,23193,13429,21650,16467,17337,17249,17883,20034,19700,23895,19683,28259,19390,41850,11487,40246,9907,25225,8520,23916,6416,22381,2851,16459,155,2650,0,0,0,0,0,0
Jun-19,경인선,1803,역곡,945,15,28746,4314,48503,14482,132063,15961,129581,36695,75702,40557,53005,28003,46244,32477,48200,33443,46438,40605,40366,38587,41543,44871,48745,55692,49098,72108,45567,115344,30442,106763,26122,69236,23655,63581,21486,60397,11360,40904,898,7533,1,0,0,0,0,0
Jun-19,경인선,1804,부천,2362,19,39175,6286,47356,17429,116370,23845,121235,58348,76162,51051,58914,49448,57482,51298,62138,60295,63830,68738,60127,63056,63809,69221,71586,78042,74002,98654,77076,143745,55990,131082,48882,76554,49542,70896,45628,58905,22826,44253,1961,8994,0,0,0,0,0,0
Jun-19,경인선,1805,송내,1561,29,18535,10608,42932,21454,124864,40523,105226,96273,64379,49705,48463,30861,44782,28322,48727,31070,43488,35379,39250,36024,41373,40669,49156,51292,59811,65268,88287,101286,44782,98612,33171,60474,29731,57084,24793,54572,11875,36317,1827,8091,0,0,0,0,0,0
Jun-19,경인선,1806,부평,7446,36,28265,6230,40998,14941,98333,24119,92383,39981,57329,47750,49194,44578,49331,52436,54927,60476,55755,70491,56002,70746,60278,74888,68004,87934,74507,103917,73063,148199,59206,129044,56403,78935,58727,67166,53242,54226,29885,39981,5269,12419,1,1,0,0,0,0
