사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2019-06-19,7호선,2739,남성,280174,254328,75237,74627
2019-06-19,7호선,2740,숭실대입구(살피재),389816,385874,63832,65599
2019-06-19,7호선,2741,상도,299891,292217,62365,58522
2019-06-19,7호선,2742,장승배기,250017,238331,77584,79119
2019-06-19,7호선,2743,신대방삼거리,412893,386169,94307,94836
2019-06-19,7호선,2744,보라매,244915,245948,46022,45709
2019-06-19,7호선,2745,신풍,284908,266647,71145,71694
2019-06-19,7호선,2746,대림(구로구청),275367,285208,37385,36788
2019-06-19,7호선,2747,남구로,409429,434041,62267,62644
2019-06-19,7호선,2748,가산디지털단지,1053777,1055428,75591,70899
2019-06-19,7호선,2749,철산,611864,622423,104951,105086
2019-06-19,7호선,2750,광명사거리,628464,607545,158228,160875
2019-06-19,7호선,2751,천왕,237599,213560,52549,51783
2019-06-19,7호선,2752,온수(성공회대입구),286796,275827,39613,38705
2019-06-19,7호선,2753,까치울,204542,193764,32820,32585
2019-06-19,7호선,2754,부천종합운동장,130250,107009,20273,19269
2019-06-19,7호선,2755,춘의,237218,231653,33819,33190
2019-06-19,7호선,2756,신중동,381128,378822,58018,56256
2019-06-19,7호선,2757,부천시청,334165,335552,53854,51985
2019-06-19,7호선,2758,상동,381166,399629,53407,53463
2019-06-19,7호선,2759,삼산체육관,137620,121902,27357,26507
2019-06-19,7호선,2760,굴포천,240869,251498,37225,37675
2019-06-19,7호선,2761,부평구청,321315,256036,32578,28784
2019-06-19,8호선,2811,암사,455382,388750,101296,99262
2019-06-19,8호선,2812,천호(풍납토성),450043,527945,94232,88116
2019-06-19,8호선,2813,강동구청,243349,246152,66140,66205
2019-06-19,8호선,2814,몽촌토성(평화의문),143575,154382,37807,36973
2019-06-19,8호선,2815,잠실(송파구청),387975,465236,73193,70286
2019-06-19,8호선,2816,석촌,182084,215936,53863,57659
2019-06-19,8호선,2817,송파,233702,219721,62053,60527
2019-06-19,8호선,2818,가락시장,170685,198647,58485,60346
2019-06-19,8호선,2819,문정,482947,503185,55721,55390
2019-06-19,8호선,2820,장지,489623,468351,78977,75383
2019-06-19,8호선,2821,복정,297029,246229,50959,46096
2019-06-19,8호선,2822,산성,145961,139926,35723,38678
2019-06-19,8호선,2823,남한산성입구(성남법원.검찰청),349982,315070,79797,76087
2019-06-19,8호선,2824,단대오거리,263260,243509,69716,66525
2019-06-19,8호선,2825,신흥,102252,109966,45288,47427
2019-06-19,8호선,2826,수진,121187,108281,50533,49797
2019-06-19,8호선,2827,모란,91117,72441,55444,40073
2019-06-19,9호선,4101,개화,160725,105798,40196,31789
2019-06-19,9호선,4102,김포공항,269819,342281,22083,24431
2019-06-19,9호선,4103,공항시장,63483,69913,23567,25867
2019-06-19,9호선,4104,신방화,167625,159741,43895,43836
2019-06-19,9호선,4105,마곡나루,266602,266763,24782,24191
2019-06-19,9호선,4106,양천향교,214253,216330,43133,42307
2019-06-19,9호선,4107,가양,495245,478382,128033,124097
2019-06-19,9호선,4108,증미,152394,154004,42786,43309
2019-06-19,9호선,4109,등촌,220028,218976,82249,82978
2019-06-19,9호선,4110,염창,431781,413347,68174,67478
2019-06-19,9호선,4111,신목동,98204,86587,21725,20515
2019-06-19,9호선,4112,선유도,170704,166205,25791,25264
2019-06-19,9호선,4113,당산,493406,477595,69280,64235
2019-06-19,9호선,4114,국회의사당,378287,382903,55183,48860
2019-06-19,9호선,4115,여의도,572225,569808,44468,41712
2019-06-19,9호선,4116,샛강,118368,122438,27630,27303
2019-06-19,9호선,4117,노량진,769145,785804,93198,95195
2019-06-19,9호선,4118,노들,105356,87795,33962,31345
2019-06-19,9호선,4119,흑석(중앙대입구),242311,244664,57897,58842
2019-06-19,9호선,4120,동작(현충원),65265,50679,28204,24320
2019-06-19,9호선,4121,구반포,69129,72489,25008,25134
2019-06-19,9호선,4122,신반포,71673,72873,22454,22451
2019-06-19,9호선,4123,고속터미널,377652,598441,56250,68889
2019-06-19,9호선,4124,사평,76801,72806,17818,17944
2019-06-19,9호선,4125,신논현,900861,914639,57752,55406
2019-06-19,공항철도 1호선,4201,서울역,387395,323108,37250,33390
2019-06-19,공항철도 1호선,4202,공덕,64192,86674,6991,8657
2019-06-19,공항철도 1호선,4203,홍대입구,366134,354568,18630,17582
2019-06-19,공항철도 1호선,4204,디지털미디어시티,342021,303124,24420,22591
2019-06-19,공항철도 1호선,4206,마곡나루,144269,132060,8863,9063
2019-06-19,공항철도 1호선,4207,김포공항,302349,195723,20404,15176
2019-06-19,공항철도 1호선,4208,계양,297544,272426,32886,31874
2019-06-19,공항철도 1호선,4209,검암,223037,218098,20084,20499
2019-06-19,공항철도 1호선,4210,청라국제도시,182555,173297,12102,12004
2019-06-19,공항철도 1호선,4211,운서,188933,198365,26314,26129
2019-06-19,공항철도 1호선,4212,공항화물청사,61237,70576,8075,8024
2019-06-19,공항철도 1호선,4213,인천공항1터미널,475290,466391,42102,39969
2019-06-19,공항철도 1호선,4215,인천공항2터미널,157662,138187,17315,15428
2019-06-19,공항철도 1호선,4217,영종,65262,67265,17534,17863
2019-06-19,9호선2~3단계,4126,언주,225785,223043,26061,25481
2019-06-19,9호선2~3단계,4127,선정릉,214392,231937,24272,24935
2019-06-19,9호선2~3단계,4128,삼성중앙,138512,142253,23534,23283
2019-06-19,9호선2~3단계,4129,봉은사,465102,470550,50695,48239
2019-06-19,9호선2~3단계,4130,종합운동장,120874,106712,18817,16146
2019-06-19,9호선2~3단계,4131,삼전,126419,122749,30283,29767
2019-06-19,9호선2~3단계,4132,석촌고분,109916,106754,30515,30123
2019-06-19,9호선2~3단계,4133,석촌,166213,133445,28880,23883
2019-06-19,9호선2~3단계,4134,송파나루,86106,89345,22433,22652
2019-06-19,9호선2~3단계,4135,한성백제,51607,44728,12068,10810
2019-06-19,9호선2~3단계,4136,올림픽공원(한국체대),222914,233514,18645,19143
2019-06-19,9호선2~3단계,4137,둔촌오륜,23530,20531,5938,5890
2019-06-19,9호선2~3단계,4138,중앙보훈병원,148103,129787,62173,62621
2019-06-19,우이신설선,4701,북한산우이,60702,54630,36996,38023
2019-06-19,우이신설선,4702,솔밭공원,44708,41179,29117,30622
2019-06-19,우이신설선,4703,4.19민주묘지,63300,61378,34191,30373
2019-06-19,우이신설선,4704,가오리,77118,70249,46799,48275
2019-06-19,우이신설선,4705,화계,59315,50807,41931,43078
2019-06-19,우이신설선,4706,삼양,34078,34944,26838,29774
2019-06-19,우이신설선,4707,삼양사거리,37006,37146,36641,37432
2019-06-19,우이신설선,4708,솔샘,130189,115600,36893,38117
2019-06-19,우이신설선,4709,북한산보국문,141556,124253,42943,43240
2019-06-19,우이신설선,4710,정릉,88256,75581,46185,42990
2019-06-19,우이신설선,4711,성신여대입구(돈암),76871,91058,33893,32015
2019-06-19,우이신설선,4712,보문,31808,32558,16065,16539
2019-06-19,우이신설선,4713,신설동,37966,39532,22011,19846
